Timestamp,Strategy,Ticker,Live_Price,Buy_Floor,Exit_Ceiling,Move_Pct,Zone_Start,Zone_End
2026-07-02 02:42:10,V20_Range_Breakout,ITC.NS,290.3,278.69,342.55,22.50%,2026-01-01,2026-01-15
2026-07-02 02:42:10,V20_Range_Breakout,TITAN.NS,4398.6,4222.66,5190.35,22.50%,2026-01-01,2026-01-15
2026-07-02 02:42:10,V20_Range_Breakout,PAGEIND.NS,43610.0,41865.6,51459.8,22.50%,2026-01-01,2026-01-15
2026-07-02 02:42:10,V20_Range_Breakout,BATAINDIA.NS,682.1,654.82,804.88,22.50%,2026-01-01,2026-01-15
2026-07-02 02:42:10,V20_Range_Breakout,HAVELLS.NS,1188.8,1373.11,1654.06,20.46%,2025-04-07,2025-04-22
2026-07-02 02:42:10,V20_Range_Breakout,VOLTAS.NS,1281.1,1125.16,1394.41,23.93%,2025-02-01,2025-02-03
2026-07-02 02:42:10,V20_Range_Breakout,GLAXO.NS,2464.7,1894.45,2642.36,39.48%,2025-02-14,2025-02-20
2026-07-02 02:42:10,V20_Range_Breakout,ABBOTINDIA.NS,25550.0,24528.0,30149.0,22.50%,2026-01-01,2026-01-15
2026-07-02 02:42:10,V20_Range_Breakout,PFIZER.NS,4473.6,4280.78,5692.32,32.97%,2025-05-19,2025-06-05
2026-07-02 02:42:10,V20_Range_Breakout,SANOFI.NS,3460.4,5620.1,10037.9,78.61%,2024-06-07,2024-06-13
2026-07-02 02:42:10,V20_Range_Breakout,ASIANPAINT.NS,2716.4,2607.74,3205.35,22.50%,2026-01-01,2026-01-15
2026-07-02 02:42:10,V20_Range_Breakout,CDSL.NS,1332.4,1279.1,1572.23,22.50%,2026-01-01,2026-01-15
2026-07-02 02:42:10,V20_Range_Breakout,BSE.NS,3944.1,2391.0,2918.0,22.04%,2025-05-29,2025-06-05
2026-07-02 02:42:10,V20_Range_Breakout,JIOFIN.NS,240.01,271.48,346.46,27.62%,2024-02-19,2024-02-23
2026-07-02 02:42:10,V20_Range_Breakout,ANGELONE.NS,340.4,228.45,284.2,24.40%,2026-04-01,2026-04-09
2026-07-02 02:42:10,V20_Range_Breakout,CAMS.NS,792.2,874.48,1049.83,20.05%,2024-11-25,2024-12-05
2026-07-02 02:42:10,V20_Range_Breakout,MCX.NS,2962.0,903.55,1187.07,31.38%,2025-04-07,2025-04-21
2026-07-02 02:42:10,V20_Range_Breakout,ULTRACEMCO.NS,11456.0,10997.76,13518.08,22.50%,2026-01-01,2026-01-15
2026-07-02 02:42:10,V20_Range_Breakout,ACC.NS,1332.2,1278.91,1572.0,22.50%,2026-01-01,2026-01-15
2026-07-02 02:42:10,V20_Range_Breakout,TEAMLEASE.NS,1450.4,2854.65,3478.0,21.84%,2024-07-23,2024-07-29
2026-07-02 02:42:10,V20_Range_Breakout,QUESS.NS,273.4,256.73,582.7,126.97%,2025-04-11,2025-04-15
2026-07-02 02:42:10,V20_Range_Breakout,ASTRAZEN.NS,8176.5,7793.36,9998.82,28.30%,2025-05-29,2025-06-05
2026-07-02 02:42:10,V20_Range_Breakout,CIPLA.NS,1456.7,1398.43,1718.91,22.50%,2026-01-01,2026-01-15
2026-07-02 02:42:10,V20_Range_Breakout,ERIS.NS,1446.4,1091.34,1389.64,27.33%,2025-04-07,2025-04-11
